name,description,image,perfumeHouse,openNotes,heartNotes,baseNotes,detailURL
Alchemical Gold (The Canon’s Yeoman’s Tale) Perfume Oil,"The Canon's Yeoman* reveals the seamy life of his boss, the Canon, a part-time alchemist engaged in changing dross into gold! He also tells another story of a greedy man who earnestly practices alchemy which is against the teachings of the Church at the time! This is a heavy blend, but it is also suitable for springtime. A base of incense starts the ball rolling, and it's more of a lighter Chinese blend than a richer Indian sort of incense. Combined with cardamom, hawthorn, tagetes, and a bit of thyme. *A canon is a church dignitary, and a yeoman is a lesser freeholder of land who is often a servant. Type: Incense, spicy, light",https://possets.com/wp-content/uploads/2012/03/Alchemical-Gold-1-1.jpg,Possets,"[""combined"", ""cardamom"", ""hawthorn"", ""tagete"", ""bit of thyme""]",[],[],https://possets.com/product/alchemical-gold-the-canon-s-yeoman-s-tale-perfume-oil/
Chloris-The Goddess of Flowers Perfume Oil,"The goddess of flowers, Chloris, is pictured in Botticelli's Primavera as a woman out of whose mouth flows flowers as she speaks. She is being pursued by Zepher, the west wind, who finally gets her, and she becomes his wife even though she was terrified of him at first. This is a handsome blend that will thrill any flower lover's heart. More than just a simple melange with the promise of the glorious flowers of late spring and those at the beginning of the season.",https://possets.com/wp-content/uploads/2011/04/Chloris-transformed-600x600.jpg,Possets,"[""the promise of the glorious flower of late spring"", ""those at the beginning of the season""]",[],[],https://possets.com/product/chloris-the-goddess-of-flowers-perfume-oil/
Silver Lavender Perfume Oil,"An instant classic, the unbelievable wonder of a vanilla-like lavender paired up with the Silver accord we all love, with a drop or two of sandalwood to mellow it all out and you have a perfection of fragrance fit for any occasion from seduction to a family dinner to a tax audit to a declaration of true love. Yes, this is one of the few really 100% versatile fragrances out there. Always correct, always beautiful, can be icy and can be hot. The secret ingredient is you. The perfume conforms to what you want to be. *Oil is bottled in cobalt blue glass bottles, not the silver bottle pictured.",https://possets.com/wp-content/uploads/2011/04/silverlavender-600x604.jpg,Possets,"[""alway correct"", ""alway beautiful"", ""can be icy"", ""can be hot""]",[],[],https://possets.com/product/silver-lavender-rev-1-perfume-oil/
Tres Riches Heures (The Limbourg Brothers) Perfume Oil,"Everyone's favorite illuminated manuscript, the Tres Riches Heures is a visual playground for the Medieval aristocracy. Painted in purest blue made of lapis lazuli, and amazing greens, each scene painstakingly detailed and lovingly brought to life from the castles looming in the background (with every noble turret delineated) to the tiny hawks that the lords and ladies carry prettily into the summer field in August. Our thoughts on the Tres Riches Heures would be the indulgence of sweetmeats and buttery crusts and the finest zesty fruits (in this case the most perfumed apricots). The lightest dusting of spices gives it depth. Rich, foody, and oh so delicious. A fragrance fit for a queen.",https://possets.com/wp-content/uploads/2015/06/Tres-Riches-Heures-600x600.jpg,Possets,"[""rich"", ""foody"", ""oh so delicious""]",[],[],https://possets.com/product/tres-riches-heures-the-limbourg-brothers-perfume-oil/
Crocus Pocus Perfume Oil(Rev. 1),"Crocus Pocus Dominocus as the nursery rhyme says about the magic trick of spring. Saffron is the dominant note in this surprisingly stately fragrance. It is cold, stony, and grown-up. Strong and pretty ""grey"" musk is featured as a backdrop to the saffron, the crocus scent has a good shot of greenness to it but the kind that doesn't say ""grass"" but that says ""exhalations of greenery growing quickly"". A sophisticated but pretty blend.",https://possets.com/wp-content/uploads/2009/03/Crocus-600x600.jpg,Possets,"[""in this surprisingly stately fragrance""]",[],[],https://possets.com/product/crocus-pocus-perfume-oil/
Maya Perfume Oil,"Possets has teamed up with the non-profit To The Ends Of The Earth which is dedicated to helping emancipate and reintegrate women and girls who have been sex trafficked in Nepal. 30% of sales for each of these blends will go directly to support TTEOTE's work. We hope you will help in this important cause with a purchase of one or more of these blends! Maya means Love in Nepali. Maya Perfume Oil is a beautifully balanced combination of Sage, Patchouli, and Bulgarian Lavender.",https://possets.com/wp-content/uploads/2021/07/Maya-600x600.jpg,Possets,"[""maya perfume oil is a beautifully balanced combination of sage"", ""patchouli"", ""bulgarian lavender""]",[],[],https://possets.com/product/maya-perfume-oil/
Luncheon on the Grass (Manet) Perfume Oil,"One of the most mysterious and audacious paintings ever to come out of Western imagery, Luncheon In The Grass can shock us even today. There are many things to love about it: the insouciant look of the bare lady, the still life of foods that were consumed, a tiny bullfinch hovering madly at the very center of the canvas, and no one has come up with a decent explanation of what it is doing there? Is it a symbol or simply an extraneous charm that Manet added for whimsy? Possets celebrates the Luncheon in the Grass with tea, lemon curd, biscuits, a bit of melon and a good whiff of grass, and just a very small gust of skin musk. Very modern and very alluring.",https://possets.com/wp-content/uploads/2015/06/luncheon-on-the-grass-600x600.jpg,Possets,"[""decent explanation of what it is doing there? is it a symbol or simply an extraneous charm that manet added for whimsy? posset celebrate the luncheon in the grass"", ""tea"", ""lemon curd"", ""biscuit"", ""bit of melon"", ""good whiff of grass"", ""just a very small gust of skin musk""]",[],[],https://possets.com/product/luncheon-on-the-grass-manet-perfume-oil/
Fascinator Perfume Oil,"Something to tickle your nose and drive you wild. This one is pretty dry but sparkling, very high-key bright crystalline musk combined with a more emollient backup musk, a good spritz of sandalwood, and a small amount of cedar and rosewood. This is very sexy indeed, and grown up. Nothing foody about Fascinator, but it is seductive as can be.",https://possets.com/wp-content/uploads/2016/05/products-fascinator.jpg,Possets,"[""this is very sexy indeed"", ""grown up""]",[],[],https://possets.com/product/fascinator-perfume-oil/
Sex In Heaven Perfume Oil,"Coconut, vanillas (two fabulous types: Mexican and Tahitian), and a lashing of sandalwood. Glory, this is heaven!",https://possets.com/wp-content/uploads/2010/12/Sex-in-Heaven-600x600.jpg,Possets,"[""coconut"", ""vanillas (two fabulous type: mexican"", ""tahitian)"", ""lashing of sandalwood""]",[],[],https://possets.com/product/sex-in-heaven-perfume-oil/
Altair Perfume Oil,"The constellation of the eagle, this is a majestic and glorious fragrance featuring to beauty of clove, the smoothness of an exquisite silvered musk, and a drop of Mysore sandalwood, inculcated with a strong infusion of incense. A predatory beauty for when you are in one of those moods. Very sexy.",https://possets.com/wp-content/uploads/2014/05/altair-1-600x600.jpg,Possets,[],[],[],https://possets.com/product/altair-perfume-oil/
Primavera Perfume Oil,"Primavera is grown up perfume. Not foody but soft, beautiful and telling spring flowers combine to make this far more than the sum of its parts. Hyacinth and lily of the valley lead the way in this procession of spring flowers which end up being slightly solemn and more respectful of beauty than wanting to play with it like a toy. Slightly dry but with a touch of sweetness, a non-floral floral, a waft of sweetness about it but overall just about perfectly pitched. Floral, dry, perfumy.",https://possets.com/wp-content/uploads/2008/03/Primavera.jpg,Possets,"[""floral"", ""dry"", ""perfumy""]",[],[],https://possets.com/product/primavera-perfume-oil/
Cradle Game (The Reeve’s Tale) Perfume Oil,"The Reeve* tells a merry and bawdy tale where a lady is tricked into entering a stranger's bed because her infant's cradle is moved to the wrong spot! This was a staple in Medieval stories, so it gets the Chaucer treatment here, too. Baby powder, hawthorn, a bit of lemon cake, and a whiff of musk (skin musk), and you will probably find this rollicking vernal blend irresistible. * A Reeve is a high-ranking administrator or overseer. Type: powdery, musky",https://possets.com/wp-content/uploads/2012/03/Cradle_Game-transformed-600x600.jpg,Possets,"[""type: powdery"", ""musky""]",[],[],https://possets.com/product/cradle-game-the-reeve-s-tale-perfume-oil/
Massachusetts (Elegance and Old Money) Perfume Oil,"Here is the ""Bay State"". The essence of light dry refinement and unerring good taste. Massachusetts is refreshing and perfect for any time of day or night. Bay, bergamot and cambric tea with crystal musk (a very light and non abrasive variety of musk) a charm of myrtle and the smallest particle of ginger. Beautiful. Wear this and people will immediately assume that you are strictly old money.",https://possets.com/wp-content/uploads/2010/05/Massachusetts-600x600.jpg,Possets,"[""crystal musk (a very light"", ""non abrasive variety of musk) a charm of myrtle"", ""the smallest particle of ginger""]",[],[],https://possets.com/product/massachusetts-elegance-and-old-money-perfume-oil/
The Girls Love Vanilla! Perfume Oil,"For anyone who loves loves loves the smell of vanilla, this is the supersaturated honey soaked, sinful, hedonistic custom rare and unabashed blend you have been waiting for. Outrageously lovely. Too pretty for angels almost, but not too pretty for you! Characteristics: vanilla, honey, sweet, foody.",https://possets.com/wp-content/uploads/2007/07/The-Girls-Love-Vanilla-600x600.jpg,Possets,"[""too pretty for angel almost"", ""but not too pretty for you! characteristic: vanilla"", ""honey"", ""sweet"", ""foody""]",[],[],https://possets.com/product/the-girls-love-vanilla-perfume-oil/
Abraxas Perfume Oil,"Honey offerings, incense smoke from great pots of smudging resins. This fragrance is fit for the God of Good and Evil (Sex) indeed. Gourmand, spicy, resinous.",https://possets.com/wp-content/uploads/2012/07/Abraxas-600x602.jpg,Possets,"[""gourmand"", ""spicy"", ""resinous""]",[],[],https://possets.com/product/abraxas-perfume-oil/
"Carnation, Lily, Lily, Rose (Sargent) Perfume Oil (rev. 1)","The beautiful Sargent image of innocent children thoughtfully lighting lanterns in the summer backyard surrounded by a variety of blooming summer flowers. Mystical, hypnotic, almost narcotic pink and white blooms beaming out of the grass in an otherworldly twilight. Yes, carnations, lilies, and roses recreate this elegant dusk scene with the ambient scent of heavy green air and earth. Floral and classic, just lovely and very come-hither.",https://possets.com/wp-content/uploads/2015/06/Carnation-Lily-Lily-600x600.jpg,Possets,"[""mystical"", ""hypnotic"", ""almost narcotic pink"", ""white bloom beaming out of the grass in an otherworldly twilight""]",[],[],https://possets.com/product/carnation-lily-lily-rose-sargent-perfume-oil/
Deneb Perfume Oil,"The brightest star in the closest constellation to Earth (Cygnus) Deneb is all about the bright, sharp musks which pierce the velvet sky. Inspired by the notion of light, Deneb blends a crystalline musk, a very sharp musk that has no lyrical name, gray musk, and a very modern sort of edgy musk. Top this off with a fragrance that reminds one of stone and water on stone. This is a very forward-thinking fragrance that would be just as at home in Dubai as in New York. Not for the faint of heart; strong and gorgeous.",https://possets.com/wp-content/uploads/2015/09/Posset-P-white-bckgrnd-1.png,Possets,"[""fragrance that remind one of stone"", ""water on stone""]",[],[],https://possets.com/product/deneb-perfume-oil/
Vernal Moon Perfume Oil,"This is the mate to the sweet and lemony blend called Vernal Sun. As cool and ethereal as he is earthy, serene to his activity. Blue musk, pink musk, and a bit of a new silk essence. There is a coolness about this blend, but in general, it is an indefinable perfumy scent with a foody bent more in the way of a seductive insinuation rather than an in-your-face sort of food. Very beautiful.",https://possets.com/wp-content/uploads/2010/03/Vernal-Moon.jpg,Possets,"[""blue musk"", ""pink musk"", ""bit of a new silk essence""]",[],[],https://possets.com/product/vernal-moon-perfume-oil/
Linden Blossom Tea Perfume Oil,"Refined and beautiful, the essence of sophistication and rare indeed. Linden tea will remind you of afternoons in Vienna, long shadows and the air filled with a fine honeyed scent of blooming lindens. Refreshing but comforting, it's really only proper at the summery parts of the year.",https://possets.com/wp-content/uploads/2011/06/Linden-Blossom-Tea-600x600.jpg,Possets,"[""refined"", ""beautiful"", ""the essence of sophistication"", ""rare indeed""]",[],[],https://possets.com/product/linden-blossom-tea-perfume-oil/
Water Witch,"This Witch has nothing to do with Halloween. She is a Spring Witch, full of the promise of the future blooms of flowers once she has had her way with the earth. And when she has her way, the waters of the Earth rise from the depths and fall from the heavens, and no one is immune to her sway. aquatic, salt, jasmine, mandarin , rosehip, an underlying hint of animalic essences",https://possets.com/wp-content/uploads/2018/06/products-Water-Witch-e1611355957175-600x600.jpg,Possets,"[""aquatic"", ""salt"", ""jasmine"", ""mandarin"", ""rosehip"", ""an underlying hint of animalic essence""]",[],[],https://possets.com/product/water-witch/
Casseopeia Perfume Oil,"The beautiful queen of Aethopia who bragged that she was more lovely than the sea nymphs and was punished for that remark by Poseidon by being hurled into the heavens on her throne and made to whirl around the North Pole for eternity, having to hang on to her throne and her crown for half of the year as she was ingloriously turned upside down! Well, at least she was beautiful. Her constellation looks like a W or an M in the sky and is hard to miss. African Musk, Egyptian Musk, and Red Musk start off. Black cumin and spikenard insinuate themselves into the mix. This is a potent concoction, like the queen herself. It's quite the egotistical animalic fragrance that calls attention to self (but in the prettiest and most vampy way). Cassiopeia isn't shy.",https://possets.com/wp-content/uploads/2014/05/Casseopeia-1-600x600.jpg,Possets,"[""african musk"", ""egyptian musk"", ""red musk start off""]",[],[],https://possets.com/product/casseopia-perfume-oil/
Churpz Perfume Oil,"Named after the marshmallow chicks so common at this time of year, Churpz is all fluffy puffy fun and nothing instructive, corrective, or refined. Churpz is simple all-out pleasure in things which are sweet and gooey and a mental orgasm. My antidote to goody goody living. Foody, gourmand.",https://possets.com/wp-content/uploads/2008/03/Churpz-600x600.jpg,Possets,"[""foody"", ""gourmand""]",[],[],https://possets.com/product/churpz-perfume-oil/
3 1/2 Horsemen of the Apocalypse Perfume Oil,"OK, ok, ok....this was just too funny to pass up, so here it is, bacon and leather. What else could it be called?  Mere words cannot express it. It is a depraved idea in a bottle. Of course, there are other elements in here to which you might become addicted, which will serve you right. Ha ha ha!",https://possets.com/wp-content/uploads/2011/04/Three-and-one-half-horsemen-600x600.jpg,Possets,"[""ok"", ""ok"", ""ok""]",[],[],https://possets.com/product/3-1-2-horsemen-of-the-apocolypse-perfume-oil/
Summer (Mucha) Perfume Oil,"Alphonse Mucha made up the best fantasies about women. His women became the emblem of the decade and you know you would love to adorn yourself with his wonderful clothes and have your hair swirl around you as if you were in the sea, all melting sighs and endless orgasmic hedonism. Fern, carnation, sandalwood, ginger root, sweet briarwood, and a small amount of woody vanilla. Breathtakingly sophisticated and yet earthy. Resinous, spicy.",https://possets.com/wp-content/uploads/2015/06/Summer-Mucha1-600x600.png,Possets,"[""fern"", ""carnation"", ""sandalwood"", ""ginger root"", ""sweet briarwood"", ""small amount of woody vanilla""]",[],[],https://possets.com/product/summer-mucha-perfume-oil/
Vega Perfume Oil,"Alpha Lyrae, as it is also known, is the brightest star in Lyra or the lyre (harp). Exceptionally bright and quite close to earth I get the impression that it should be a lot warmer than some of the other perfumes of this collection. A bright yellow golden musk combined with a light sugary accord, golden hawthorne, lush pink citrus paradisii, and a small amount of bukhoor (Arabian incense). A delightful blend that is very Western in character despite its Eastern traditions. Extremely nose tickling, sweet but not foody. It's unusual but somehow should be an instant classic.",https://possets.com/wp-content/uploads/2016/05/products-vega-e1613267658131.jpg,Possets,"[""alpha lyrae"", ""as it is also known"", ""is the brightest star in lyra or the lyre (harp)""]",[],[],https://possets.com/product/vega-perfume-oil/
Madame X Perfume Oil,"Wicked, sinful, hedonistic, and irresistible. You may not have the heart to play the femme fatale , but you can at least smell the part. It's musky, creamy, enticing, perfumy, slightly foody, but very skin-like. Its notes? Skin musk, wax, cream, lemon zest, champagne, and a kiss of bitter vanilla. Intrigued yet? It has a profound effect on men, they have no idea of what is bothering them ...it's you. It has a profound effect on the wearer as well. Madame X will inspire you to change your hairstyle, buy a gorgeous black strapless long dress, and many other daring changes, too. Don't miss out on Madame X. The more you wear this one, the more you will love her. A constant favorite among the Possetiers. Characteristics: musky, creamy, feminine, foody, gourmand.",https://possets.com/wp-content/uploads/2007/06/madame-x-600x600.jpg,Possets,"[""? skin musk"", ""wax"", ""cream"", ""lemon zest"", ""champagne"", ""kiss of bitter vanilla""]",[],[],https://possets.com/product/madame-x-perfume-oil/
Rigel Perfume Oil,"Strange and beautiful, a great resinous perfume made with dark tears of myrrh, green moss, and lively fougere. Seductive yet comfortable, there is a light edge of luan wood hiding in the mix, and a very small kiss of a brown musk which smooths down the sharp edge of myrrh and turns it into a fuzzy lovely beauty. Named after the star, Rigel, which is actually three stars that we see superimposed on each other, it is one of the brightest objects in the night sky. Rigel is part of the Orion constellation and is the most luminous part of the entire array.",https://possets.com/wp-content/uploads/2014/05/Rigel.jpg,Possets,"[""strange"", ""beautiful"", ""great resinous perfume made"", ""dark tear of myrrh"", ""green moss"", ""lively fougere""]",[],[],https://possets.com/product/rigel-perfume-oil/
Mandorla Perfume Oil,"A mandorla is the intersection of two circles. The shape is like an eye on its side. This lovely boundary can be found atop a great many church portals.  The freshness of new spring grass with fern, a hint of spearmint to give coolness to a fleeting top note. a very vernal blend, youthful and not at all tragic. A small tot of bitter galbanum and a bit of a cold African Musk. This is an exceptionally original blend, a great perfume to perk you up if you are flagging or too tired to really do what you have to do. Invigorating and cheery.",https://possets.com/wp-content/uploads/2013/04/Mandorla1-600x600.jpg,Possets,[],[],[],https://possets.com/product/mandorla-perfume-oil/
Vim Perfume Oil,"Vim is a positive expression of energy and enthusiasm. Amber, Lavender, Matcha Tea, Grapefruit. For serious or contemplative workouts, Vim is engineered to be the perfect companion. Sandalwood and sage, a hint of hyssop and thyme. The sort of ingredients which are soothing but enlivening at the same time. Vim smells clean but it certainly isn't abrasive. Vim is seriously light, like a natural smile. We recommend it for yoga, tai chi, and long stretches of treadmill or elliptical work. Any time you need to concentrate in order to go inward to your zone. Peace and green.",https://possets.com/wp-content/uploads/2011/01/Vim-600x600.jpg,Possets,"[""amber"", ""lavender"", ""matcha tea"", ""grapefruit""]",[],[],https://possets.com/product/vim-perfume-oil/
Alpha Centauri Perfume Oil,"The star closest to the earth, and it is in the constellation Centaurus. A beautiful earthly congregation of neroli, linden blossom, have turned up on an unexpected bed of ylang-ylang. A surprising and lovely spring floral arrangement that is set off by a watery musk. If you like florals and you like aquatics, you should try this blend for sure.",https://possets.com/wp-content/uploads/2014/05/alpha-centauri-600x600.jpg,Possets,"[""beautiful earthly congregation of neroli"", ""linden blossom"", ""have turned up on an unexpected bed of ylang-ylang""]",[],[],https://possets.com/product/alpha-centari-perfume-oil/
Andromeda Perfume Oil,"Daughter of the haughty Cassiopeia, Andromeda was also to share in the wrath of Poseidon. She was stripped and chained to a rock to be eaten by Cetus, the ghastly sea monster! She was, however, rescued in the nick of time by brave Perseus. They married and lived happily ever after (having 7 sons and 2 daughters...one named Gorgophone {what was she thinking}). Some of Cassiopeia is kept in Andromeda (since she was the daughter). However, Andromeda is much sweeter and less strong overall. Hawthorne and black musk combined with woody coconut and an overlay of oude. A perfect scent for the warming of the earth and becoming friskier.",https://possets.com/wp-content/uploads/2014/05/andromeda-1-600x600.jpg,Possets,"[""daughter of the haughty cassiopeia"", ""andromeda was also to share in the wrath of poseidon""]",[],[],https://possets.com/product/andromeda-perfume-oil/
Pepys-Pink Pepys Perfume Oil,"These are the most sticky and gooey smelling of the bunch. Unabashed sugary sensation with sticky over-the-top fruity associations, this is a mouth melting scent, and you want it. Nothing instructional, uplifting, ""good for you"" or virtuous in Pink Pepys, just all sin and the most amusing and satisfying degradation you can enjoy. The estimable Samuel Pepys, was very handy with the gossip and innuendo. Here is what he had to say about one Easter in 1666: ""...So walked into the Park to the Queene €™s chappell , and there heard a good deal of their mass, and some of their musique, which is not so contemptible, I think, as our people would make it, it pleasing me very well; and, indeed, better than the anthem I heard afterwards at White Hall , at my coming back. I staid till the King went down to receive the Sacrament, and stood in his closett with a great many others, and there saw him receive it, which I did never see the manner of before. But I do see very little difference between the degree of the ceremonies used by our people in the administration thereof, and that in the Roman church, saving that methought our Chappell was not so fine, nor the manner of doing it so glorious, as it was in the Queene €™s chappell. Thence walked to Mr. Pierces , and there dined, I alone with him and her and their children: very good company and good discourse, they being able to tell me all the businesses of the Court; the amours and the mad doings that are there; how for certain Mrs. Stewart do do everything with the King that a mistress should do; and that the King hath many bastard children that are known and owned, besides the Duke of Monmouth . After a great deale of this discourse I walked thence into the Parke with her little boy James with me, who is the wittiest boy and the best company in the world...""",https://possets.com/wp-content/uploads/2010/03/Pink-Pepys-1-600x600.jpg,Possets,"[""unabashed sugary sensation"", ""sticky over-the-top fruity association"", ""this is a mouth melting scent"", ""you want it""]",[],[],https://possets.com/product/pepys-pink-pepys-perfume-oil/
Zombie Perfume Oil (Rev. 1),"You really need a big dose of toasted marshmallow and oude, a bit of burnt stick, and the unmistakable fragrance of the crisp autumn air. The obvious combination, wouldn't you say? Resinous and foody at the same time. Smoky, sticky fun. The image is an owl, a zombie owl to be exact. It is a little-known fact that owls love to eat the brains of their prey just like zombies.",https://possets.com/wp-content/uploads/2015/10/Zombie-600x600.jpg,Possets,"[""the obvious combination"", ""wouldn't you say? resinous"", ""foody at the same time""]",[],[],https://possets.com/product/zombie-perfume-oil/
Sprung Perfume Oil,"This one opens up a most special Easter basket on a perfect morning when the scent of a perfect espresso is floating into your room. You open up the cellophane on your white chocolate Easter egg, and the divine scent makes you stop everything and float away for a second. Montmorency cherry is brushed with glorious fresh ground Italian coffees and finally encased in excellent white chocolate. Think of substantial Baroque Easter eggs made of gorgeously scented white chocolate, and they are hollow, with intricate scenes inside, or the kind which are trimmed with delicate sugar paste figures and you break the outer shell to be presented with another chocolate egg with even more intricate designs on it to break and more.",https://possets.com/wp-content/uploads/2015/09/Posset-P-white-bckgrnd-1.png,Possets,"[""glorious fresh ground italian coffee"", ""finally encased in excellent white chocolate""]",[],[],https://possets.com/product/sprung-perfume-oil/
Orion Perfume Oil,"The first unabashedly masculine Posset, and the first of The Constellations, Orion is probably the most recognizable star set out there. Possets rendition is woody in extremis but not obnoxiously loud. Very masculinely charming, outdoors in a very sophisticated way, a hard outside with a very warm heart. This one features Oude, rare and unexpected woods and smoked vanilla. Very sexy. If it were a person, it would be Oliver Mellors from Lady Chatterly's Lover. Characteristics: woody, sophisticated, masculine, spicy, home scent, long lasting.",https://possets.com/wp-content/uploads/2007/06/800px-Sidney_Hall_-_Uranias_Mirror_-_Orion_best_currently_available_version_-_2014-600x602.jpg,Possets,"[""characteristic: woody"", ""sophisticated"", ""masculine"", ""spicy"", ""home scent"", ""long lasting""]",[],[],https://possets.com/product/orion-perfume-oil/
Atmos Perfume Oil,"Fragile but the surrounding atmosphere of beauty. Ethereal musks are the opposite of earthy patchoulis and vetivers...if the two were to collide, what would happen? The best of both worlds when done in the proper proportions.",https://possets.com/wp-content/uploads/2014/05/atmos-600x600.jpg,Possets,[],[],[],https://possets.com/product/atmos-perfume-oil/
Heka (Magic) Perfume Oil (Rev. 1),"Though the Egyptians didn't have pumpkins as we know them, they probably had gourds, the other members of the pumpkins' family. This perfume starts out with a gourd accord(!) and slides into a fine brew of lavender, oakmoss, and thyme which are twined around a resinous ambery heart. Magical and unexpected. A surprising pairing of different fragrances to make a very solid and beautiful new one. *This blend contains cinnamon which may cause irritation for some people. It is recommended to test by applying a small amount to see if any reaction occurs.",https://possets.com/wp-content/uploads/2012/09/Heka-600x600.jpg,Possets,"[""gourd accord(!)"", ""slide into a fine brew of lavender"", ""oakmoss"", ""thyme which are twined around a resinous ambery heart""]",[],[],https://possets.com/product/heka-magic-perfume-oil/
Simulacrum Perfume Oil,"Simulacrum is a reproduction of a thing; a feint, a chimera. A drop of rose and a bit of white musk blended with a small amount of lily. The effect is light and somewhat green and with a bit of silk. Very sophisticated and almost dry. Nothing foody about this. It wears like a chiffon shift, smooth and perfect with a cashmere sweater set and a single strand of genuine pearls.",https://possets.com/wp-content/uploads/2015/09/Posset-P-white-bckgrnd-1.png,Possets,"[""simulacrum is a reproduction of a thing"", ""feint"", ""chimera""]",[],[],https://possets.com/product/simulacrum-perfume-oil/
Min-Min (Ghost Lights) Perfume Oil,"Sandalwoods, three of them, combined with the rich enticing scent of leather, a strong and classic patchouli rounds out the central trio. This one is not for the faint of libido as it is a ""calling blend"" a perfume which signals that you are on the prowl and in love with the thought. However, there manages to be a soft center to the group, thanks to a slight infusion of rose (and it is not a strong rose scent but one which blended into the mix to be a scent ""emollient"" to the mix. It is the very soul of its namesake, the Australian ghost lights meant to befuddle the unwary traveller. Resinous, spicy, leathery, assertive.",https://possets.com/wp-content/uploads/2015/10/Min-Min.jpg,Possets,"[""resinous"", ""spicy"", ""leathery"", ""assertive""]",[],[],https://possets.com/product/min-min-ghost-lights-perfume-oil/
Terra Incognita (The Earth Hidden) Perfume Oil,A blend which perfectly recreates twilight and the coming of night.  Five different types of black musk and pink and black pepper essential oils come together to make a serious and dark blend with tremendous staying power. Nothing foodie is in evidence here and there is a cast of silk which is put in the blend to give it an almost indefinable sophistication.,https://possets.com/wp-content/uploads/2011/04/Terra-Incognita-600x600.jpg,Possets,[],[],[],https://possets.com/product/terra-incognita-the-earth-hidden-perfume-oil/
Birth of Venus (Botticelli) Perfume Oil,"A symbol of Possets ever since the beginning, Botticelli's Venus should have her own perfume inspired by her birth from the sea. This is the time of year for jasmine to bloom. The accord for this perfume is a special aquatic blend as a backdrop for all of this. Finally, we use a light citrus blend in here during the hot humid air of summer when we need something to remind us that there is relief against this heat. This is a dry fragrance but it is loaded with charm and sass despite the floral addition. Very pretty.",https://possets.com/wp-content/uploads/2016/05/products-The-Birth-of-Venus-600x450.jpg,Possets,"[""charm"", ""sass despite the floral addition""]",[],[],https://possets.com/product/birth-of-venus-botticelli-perfume-oil/
Polaris Perfume Oil,"Cold and dark, heavy cold musk and bright crystal musk, a drop of galbanum, and a kiss of myrrh. A very realistic fragrance with a throwback to Arabian philosophies of perfume while being a thoroughly Western blend. Pretty and fabulous. This formula is composed of a very difficult-to-get material and may be made in small batches, but it is oh, so worth it.",https://possets.com/wp-content/uploads/2014/05/Polaris-1-1-600x600.jpg,Possets,"[""cold"", ""dark"", ""heavy cold musk"", ""bright crystal musk"", ""drop of galbanum"", ""kiss of myrrh""]",[],[],https://possets.com/product/polaris-perfume-oil/
Feather Down (100% Natural) Perfume Oil,"This is the natural pairing of a breathtaking Bulgarian lavender full of coumarin, which smells delightfully vanilla-like on its own, with a genuinely otherworldly beautiful aged vanilla essential oil. The combination is angelic. This is the stuff that other people try to imitate with imitation vanilla and lavender, but it never quite gets to the plateau of wonder that the real thing does. Soul melting and amazing.",https://possets.com/wp-content/uploads/2011/01/feather-down-600x600.jpg,Possets,"[""imitation vanilla"", ""lavender"", ""but it never quite get to the plateau of wonder that the real thing do""]",[],[],https://possets.com/product/feather-down-100-natural-perfume-oil/
Terra Bella (The Beautiful Earth) Perfume Oil,"Named The Beautiful Earth, this warm and lovely blend relies on the finest Jamaican ginger to paint a picture of a fiery conclusion to the day. A bit of honey for fuel, and drop of almond for the top note piquancy you will relish, a jot of pink peppercorn to bring up the rear. Really special and lovely.",https://possets.com/wp-content/uploads/2011/04/Terra-Bella-1-600x600.jpg,Possets,"[""piquancy you will relish"", ""jot of pink peppercorn to bring up the rear""]",[],[],https://possets.com/product/terra-bella-the-beautiful-earth-perfume-oil/
Dies Irae (Verdi) Perfume Oil (rev. 1),"The Day of Wrath is when all the sinners are punished for their foul deeds. Intense and pitch black, very badass. Three black musks, one fog-like musk to disburse the whole, bitter galbanum, smooth hawthorne, the scent of rotting leaves, a small amount of orris, and smoky oude, finally frankincense and black amber. Has all the excitement of The End. Very black and eternal. Always wildly popular.",https://possets.com/wp-content/uploads/2014/10/products-diesirae-transformed-600x600.jpg,Possets,"[""intense"", ""pitch black"", ""very badass""]",[],[],https://possets.com/product/dies-irae-verdi-perfume-oil/
Black Tea Perfume Oil,"The most dark and the most tannic of teas. Somehow that puckery quality becomes addictive. Just right for a seductive night deep in July or August where humidity makes itself into a sexy accessory. Not subtle but very alluring. Pure and beautiful, incense floats over it all and the effect is so much like the vapor lines of a mirage. Tea-like but not sweet. Type: tea, musky, dark.",https://possets.com/wp-content/uploads/2011/06/Black-Tea-600x600.jpg,Possets,"[""type: tea"", ""musky"", ""dark""]",[],[],https://possets.com/product/black-tea-perfume-oil/
Lethal Cocktail Perfume Oil,"Mmmm, that topnote of bitter almonds says something to you. Better watch out. This cocktail is not only strange, it's addicting! Here is the smooth juxtaposition of several ingredients you don't usually find hanging around together. Cucumber and a very woody vanilla go hand and hand with patchouli. Resinous and foody at the same time. Very sweet and very bitter at once. Very very pretty in a totally new way!",https://possets.com/wp-content/uploads/2015/04/Lethal-Cocktail-600x600.jpg,Possets,"[""of bitter almond say something to you""]",[],[],https://possets.com/product/lethal-cocktail-perfume-oil/
