name,description,image,perfumeHouse,openNotes,heartNotes,baseNotes,detailURL
Soul Shift Exclusive Essence of Morocco Perfume,<p>Ametrine embodies the boundary where amethyst and citrine meet — a perfect harmony of inspiration and confident action. It combines amethyst’s peaceful and balancing vibrations with citrine’s energies of empowerment and abundance.</p>,https://www.sagegoddess.com/wp-content/uploads/2022/07/Soul_Shift_Exclusive_Essence_of_Morocco_Perfume_1of1-720x720.jpg.webp,Sage Goddess,"[""cedarwood"", ""rose de mai""]",[],[],https://www.sagegoddess.com/product/class-tools-soul-shift-exclusive-essence-of-morocco-perfume/
Kundalini Discovery Duo,"<p>With this offering, you’ll receive a stunning, custom-made wooden incense holder. You’ll also receive Watermelon Tourmaline Chip Stones to place in your incense holder and infuse it with tranquil, loving energy.</p>",https://www.sagegoddess.com/wp-content/uploads/2022/07/Kundalini_Discovery_Duo_DD_1of4-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/kundalini-discovery-duo/
Soul Shift Exclusive Essence of Madagascar Perfume,"Allow yourself to be captivated by the essence of Salem with my opulent Salem Perfume, custom-made right here at Sage Goddess Headquarters. The entire city of Salem, Massachusetts is flowing with strong energy, especially in the cemeteries. Many of the 17th and 18th century headstones...",https://www.sagegoddess.com/wp-content/uploads/2022/06/Soul_Shift_Exclusive_Essence_of_Madagascar_Perfume_1of1-720x720.jpg.webp,Sage Goddess,"[""vanilla""]",[],[],https://www.sagegoddess.com/product/class-tools-soul-shift-exclusive-essence-of-madagascar-perfume/
Labyrinth Perfume,"It’s Mother’s Day and we’re honoring Ama, the mother goddess – she’s the creator of humankind, the primal force, and the source of all life. My beautiful Ama Perfume represents the energy and synergy around this nurturing and maternal goddess. It features notes of geranium,...",https://www.sagegoddess.com/wp-content/uploads/2022/06/image.png.webp,Sage Goddess,"[""it\u2019s mother\u2019s day"", ""we\u2019re honoring ama"", ""the mother goddess \u2013 she\u2019s the creator of humankind"", ""the primal force"", ""the source of all life. my beautiful ama perfume represents the energy"", ""synergy around this nurturing"", ""maternal goddess. it features notes of geranium"", ""...""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-labyrinth-perfume/
Soul Shift Exclusive Essence of Peru Perfume,"Allow yourself to be captivated by the essence of Salem with my opulent Salem Perfume, custom-made right here at Sage Goddess Headquarters. The entire city of Salem, Massachusetts is flowing with strong energy, especially in the cemeteries. Many of the 17th and 18th century headstones...",https://www.sagegoddess.com/wp-content/uploads/2022/05/Soul_Shift_Exclusive_Essence_of_Peru_Perfume_1of1_5_18-720x720.jpg.webp,Sage Goddess,"[""cedarwood"", ""vanilla""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-essence-of-peru-perfume/
Healing African Bloodstone Cube and Perfume Duo,Bring in some serious healing and rejuvenating energy with this Tumbled Bloodstone! The ancient Greeks called this gem “bloodstone” because it looks like there are little drops of blood in it - but that’s actually just red jasper and green jasper. This is my go-to...,https://www.sagegoddess.com/wp-content/uploads/2022/04/Healing_African_Bloodstone_Cube_and_Perfume_Duo_DD_1of3_4_27-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/gemstones-healing-african-bloodstone-cube-and-perfume-duo/
Limited Edition Athena’s Magic 8 Ball Perfume – Volume 2,"Soul Shifters, I know how special your gateway perfumes are – that’s why I had this Soul Shift Exclusive Gateway Perfume Bottle Holder custom-made for you! This holder is made of iron with a copper coating, and it’s a beautiful and elegant way to display...",https://www.sagegoddess.com/wp-content/uploads/2022/03/IMG_0967-720x720.jpg.webp,Sage Goddess,"[""tuberose""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-limited-edition-athenas-magic-8-ball-perfume-volume-2/
Essence of Mexico Perfume,"The Phoenix of Greek mythology is a powerful symbol of rebirth. Associated with the sun, this majestic bird could live up to 1,400 years, and would cyclically burst into flame, only to be born again from its ashes. My newest ritual set harnesses these powerful...",https://www.sagegoddess.com/wp-content/uploads/2022/03/Essence_of_mexico_perfume_1of1_3_23-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-essence-of-mexico-perfume/
Fly Away Intention Drops,"I’m in love with this gorgeous Ocean Jasper Pillar of Positivity, and I know you will be too. This beautiful stone was sourced from Madagascar. Ocean jasper is a favorite among many of my followers, and for good reason – it’s the Happiness Stone. Ocean...",https://www.sagegoddess.com/wp-content/uploads/2022/02/New_Moon_Zodiac_Magic_Pisces_Dare_to_Dream_Intention_Set_3of9_1_31-1-720x720.jpg.webp,Sage Goddess,"[""sandalwood"", ""western red cedar leaf""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-fly-away-intention-drops/
Within Perfume,"Feel like the Goddess you are when you work with this Medium Tumbled Moonstone! These pieces include beautiful blends of cream, ivory, and gray-colored moonstone - let us choose the one meant just for you! Just like its name suggests, moonstone draws down the magic...",https://www.sagegoddess.com/wp-content/uploads/2022/01/FulI_Moon_Oracle_Deck_Series_Cancer_Manifestation_Set_5of5_12_18-1024x1024-1-720x720.jpg.webp,Sage Goddess,"[""rose"", ""patchouli"", ""lavender"", ""amber"", ""turkish rose otto""]",[],[],https://www.sagegoddess.com/product/crystal-perfume-within-perfume/
Soul Shift and Crystal Masters Exclusive: Adyton Perfume,"These palo santo smudge sticks are a staple for healers. Are you familiar with the medicine and magic of this herb? Palo santo is a sacred wood from Peru that’s been used as indigenous medicine by shamans and medicine people of South America for hundreds,...",https://www.sagegoddess.com/wp-content/uploads/2021/12/2022_Soul_Shift_Class_Sign_Up_Exclusive_Free_Adyton_Perfume_1of1_12_15-720x720.jpg.webp,Sage Goddess,"[""sandalwood"", ""rose""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-2022-soul-shift-class-sign-up-exclusive-free-adyton-perfume/
Wellness Perfume,"<p>Silver sheen obsidian is a protective gem created naturally from cooled volcanic lava. It will loosen any places where you might be white-knuckling it, helping you release what no longer serves you.</p>",https://www.sagegoddess.com/wp-content/uploads/2021/12/Wellness_perfume_1of1_12_22-720x720.jpg.webp,Sage Goddess,"[""lavender""]",[],[],https://www.sagegoddess.com/product/wellness-perfume/
Song of Freyja Perfume,This Tumbled Peach Moonstone from India has us feeling inspired! That’s what peach moonstone is all about - it will help you dream up whatever you’re desiring to create so you can share your sparkle with the world. Peach moonstone is a powerful Sacral Chakra...,https://www.sagegoddess.com/wp-content/uploads/2021/10/Song_of_Freyja_Perfume_1of1_10_20-720x720.jpg.webp,Sage Goddess,"[""jasmine"", ""sandalwood""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-song-of-freyja-perfume/
Pan Dulce Perfume,This Tumbled Peach Moonstone from India has us feeling inspired! That’s what peach moonstone is all about - it will help you dream up whatever you’re desiring to create so you can share your sparkle with the world. Peach moonstone is a powerful Sacral Chakra...,https://www.sagegoddess.com/wp-content/uploads/2021/10/Pan_Dulce_Perfume_1of1_10_15-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-pan-dulce-perfume/
Ka Perfume,"If you want to evoke fire magic – the energy of passion, creativity, and drive – this Tangerine Quartz Passion Point from Brazil will be your guide. Tangerine quartz is one of the best crystal aphrodisiacs. It enhances creativity, passion, and sex drive. Tangerine quartz...",https://www.sagegoddess.com/wp-content/uploads/2021/09/Ka_Perfume_1of1_9_12-720x720.jpg.webp,Sage Goddess,"[""rose"", ""patchouli""]",[],[],https://www.sagegoddess.com/product/ka-perfume/
Mystic Perfume,"There’s something magical about this grounding and shielding Tumbled Tourmalinated Quartz. Tourmalinated quartz is quartz with black tourmaline, two individually potent stones that, when together, as in this Tumbled Tourmalinated Quartz, magnify their shielding power. Black tourmaline is the MOST protective stone you can work...",https://www.sagegoddess.com/wp-content/uploads/2021/09/MYSTIC_PERFUME_1OF1_9_7-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-mystic-perfume/
Ama Perfume,This Tumbled Peach Moonstone from India has us feeling inspired! That’s what peach moonstone is all about - it will help you dream up whatever you’re desiring to create so you can share your sparkle with the world. Peach moonstone is a powerful Sacral Chakra...,https://www.sagegoddess.com/wp-content/uploads/2021/04/AMA_PERFUME_1OF1_4_1-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-ama-perfume/
Dragon Perfume and Pendant Duo for transformation,"Connect deeper with nature and the Earth with this Natural Tree Agate. Tree agate contains the ancient energies of the forest, the wisdom of the tree people, and the grounding of Earth. This is THE stability stone. I like to think of tree agate as...",https://www.sagegoddess.com/wp-content/uploads/2020/05/IMG_2739-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/dragon-fire-perfume-and-pendant-duo/
Athena’s 2019 Perfume Favorites 25% Off Sale for magical fragrance mania,"Give the gift Cleopatra gave with this Tumbled Chrysocolla! Chrysocolla represents the Sacred Feminine, activates the Throat Chakra for clear communication, and embodies the intelligence and strength of the enduring Goddess. It encourages flexibility, freedom, and patience, and protects you from psychic attack and emotional...",https://www.sagegoddess.com/wp-content/uploads/2019/11/Athena_s_2019_Perfume_Favorites_DD_1of10_11_2-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/athenas-2019-perfume-favorites/
August 2023 Living Essence Mist,"This mist is handcrafted right here at SG. It’s the ULTIMATE blend for supporting a life, space, and practice filled with embodiment and grounding. The carrier of this blend is a luxurious gemstone-infused hydrosol blend of of mitti attar, vetiver, and tuberose.",https://www.sagegoddess.com/wp-content/uploads/2023/08/august_2023_living_essence_mist_1of1-720x720.jpg.webp,Sage Goddess,"[""tuberose"", ""texas cedarwood""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-august-2023-living-essence-mist/
Back Off Betty Mini Perfume Mist,This mist is here to help navigate even the most challenging energies. We handcrafted this perfume mist right here at SG. It features the same blend as my customer-favorite Back Off Betty Perfume in a base of distilled water.,https://www.sagegoddess.com/wp-content/uploads/2024/04/back-off-betty-mist-1of1-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-back-off-betty-mini-perfume-mist/
December 2023 Living Essence Mist,This mist the ultimate blend for slowing down and taking a moment to relax and reflect. The process of creating this mist was months in the making. We formulated it to be long-lasting so that anything it touches will hold the scent for days.,https://www.sagegoddess.com/wp-content/uploads/2024/01/december-living-essence-mist-1of1-720x720.jpg.webp,Sage Goddess,"[""this mist the ultimate blend for slowing down"", ""taking a moment to relax"", ""reflect. the process of creating this mist was months in the making. we formulated it to be long-lasting so that anything it touches will hold the scent for days.""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-december-2023-living-essence-mist/
Limited Edition Phases of Desire Perfume Series: Phase 5 Encounter Perfume,"If you need a boost in positivity plus mother wound healing, this Natural Honey Calcite from Pakistan is your gem. Honey calcite promotes creativity and optimism and supports the flow of unconditional love. This nurturing gem brings gentle protection and is known to heal any...",https://www.sagegoddess.com/wp-content/uploads/2022/02/Limited_Edition_Phases_of_Desire_Perfume_Series_Phase_5_Encounter_Perfume_1of1_2_11-720x720.jpg.webp,Sage Goddess,"[""vanilla"", ""rose"", ""patchouli""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-limited-edition-phases-of-desire-perfume-series-phase-5-encounter-perfume/
Limited Edition Phases of Desire Perfume Series: Phase 3 Lust Perfume,This Druzy Amethyst Spiritual Connection Star is here to guide you toward spiritual growth and tranquility! This custom-made offering is carved from druzy amethyst — a stone composed of amethyst crystal clusters that have formed on the surface of another stone. These pockets of tiny...,https://www.sagegoddess.com/wp-content/uploads/2022/02/Limited_Edition_Phases_of_Desire_Perfume_Series_Phase_3_Lust_Perfume_1of1_2_7-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-limited-edition-phases-of-desire-perfume-series-phase-3-lust-perfume/
Limited Edition Phases of Desire Perfume Series: Phase 2 Flirt Perfume,Wipe the slate clean with the instant energy-clearing action of this Natural Black Kyanite Spear - just one touch and negativity is gone. You can even tap it against your cell phone to clear any energy it may have gathered while scrolling through your social...,https://www.sagegoddess.com/wp-content/uploads/2022/02/Limited_Edition_Phases_of_Desire_Perfume_Series_Phase_2_Flirt_Perfume_1of1_2_3-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-limited-edition-phases-of-desire-perfume-series-phase-2-flirt-perfume/
April 2023 Living Essence Mist,"<p>Vetiver is an herb of tranquility with a centuries-long history in India and Asia. It increases relaxation and emotional calm while encouraging stable grounding. The next time you find yourself a bit on edge, light one of these incense sticks to relax and unwind.</p>",https://www.sagegoddess.com/wp-content/uploads/2023/04/April_2023_Living_Essence_Mist_1of1-720x720.jpg.webp,Sage Goddess,"[""rose""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-april-2023-living-essence-mist/
May 2023 Living Essence Mist,"Give the gift Cleopatra gave with this Tumbled Chrysocolla! Chrysocolla represents the Sacred Feminine, activates the Throat Chakra for clear communication, and embodies the intelligence and strength of the enduring Goddess. It encourages flexibility, freedom, and patience, and protects you from psychic attack and emotional...",https://www.sagegoddess.com/wp-content/uploads/2023/05/May_2023_Living_Essence_Mist_1of1-720x720.jpg.webp,Sage Goddess,"[""sandalwood"", ""jasmine""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-may-2023-living-essence-mist/
Spotlight Perfume,"If you need a boost in positivity plus mother wound healing, this Natural Honey Calcite from Pakistan is your gem. Honey calcite promotes creativity and optimism and supports the flow of unconditional love. This nurturing gem brings gentle protection and is known to heal any...",https://www.sagegoddess.com/wp-content/uploads/2023/04/image-3-720x720.png.webp,Sage Goddess,"[""bergamot"", ""rose""]",[],[],https://www.sagegoddess.com/product/crystal-perfumes-spotlight-perfume/
The Collective Unconscious Duo for exploring the Divine Feminine and Masculine within,"Stay safe and supported while you practice divination with this Smoky Quartz Pendulum. Smoky quartz is a protective and grounding Root Chakra stone that gets its deep, earthy tones from natural gamma rays from deep within the Earth. This helps it to transform and transmute...",https://www.sagegoddess.com/wp-content/uploads/2018/11/THE_COLLECTIVE_UNCONSCIOUS_DUO_1of3_11_23-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/the-collective-unconscious-duo/
Mystic Perfume,"Give the gift Cleopatra gave with this Tumbled Chrysocolla! Chrysocolla represents the Sacred Feminine, activates the Throat Chakra for clear communication, and embodies the intelligence and strength of the enduring Goddess. It encourages flexibility, freedom, and patience, and protects you from psychic attack and emotional...",https://www.sagegoddess.com/wp-content/uploads/2021/09/MYSTIC_PERFUME_1OF1_9_7-720x720.jpg.webp,Sage Goddess,[],[],[],https://www.sagegoddess.com/product/crystal-perfumes-mystic-perfume/
